,player_id,name,team_id,team_name,sub_position,foot,height_in_cm,opponent_team_name,opponent_team,total_points,was_home,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
12355,405.0,Sven Botman,15.0,Newcastle,Centre-Back,left,195.0,Luton,12.0,1.0,False,1.0,0.0,18.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.4,1.1,6.0,2.8,0.0,0.03,0.14,0.17,0.56
12356,406.0,Bruno Guimarães Rodriguez Moura,15.0,Newcastle,Defensive Midfield,right,182.0,Luton,12.0,2.0,False,1.0,0.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.8,9.9,28.0,4.9,1.0,0.40,0.07,0.47,1.88
12357,407.0,Dan Burn,15.0,Newcastle,Left-Back,left,201.0,Luton,12.0,2.0,False,1.0,0.0,18.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.8,2.3,8.0,2.4,1.0,0.00,0.01,0.01,1.79
12362,412.0,Anthony Gordon,15.0,Newcastle,Left Winger,right,182.0,Luton,12.0,2.0,False,1.0,0.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.2,20.4,10.0,3.6,1.0,0.12,0.15,0.27,1.88
12365,415.0,Alexander Isak,15.0,Newcastle,Centre-Forward,right,192.0,Luton,12.0,1.0,False,1.0,0.0,18.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.6,13.8,2.0,2.4,0.0,0.00,0.20,0.20,0.56
12371,421.0,Sean Longstaff,15.0,Newcastle,Central Midfield,right,187.0,Luton,12.0,2.0,False,1.0,0.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,39.4,15.0,7.2,1.0,0.08,0.63,0.71,1.88
12374,424.0,Nick Pope,15.0,Newcastle,Goalkeeper,right,198.0,Luton,12.0,0.0,False,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12377,427.0,Fabian Schär,15.0,Newcastle,Centre-Back,right,186.0,Luton,12.0,2.0,False,1.0,0.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.8,2.9,6.0,1.9,1.0,0.02,0.16,0.18,1.88
12380,430.0,Kieran Trippier,15.0,Newcastle,Right-Back,right,173.0,Luton,12.0,2.0,False,1.0,0.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,44.6,87.8,8.0,14.0,1.0,0.00,0.26,0.26,1.88
12383,433.0,Callum Wilson,15.0,Newcastle,Centre-Forward,right,180.0,Luton,12.0,2.0,False,1.0,0.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,14.8,57.0,7.9,1.0,0.76,0.00,0.76,1.88
12155,205.0,Callum Hudson-Odoi,16.0,Forest,Left Winger,right,178.0,Bournemouth,3.0,1.0,True,2.0,3.0,18.0,45.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.2,2.5,5.0,1.3,0.0,0.04,0.00,0.04,0.91
12328,378.0,Anthony Elanga,16.0,Forest,Left Winger,right,178.0,Bournemouth,3.0,7.0,True,2.0,3.0,18.0,90.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,41.8,2.3,43.0,8.7,1.0,0.35,0.01,0.36,1.57
12387,437.0,Taiwo Awoniyi,16.0,Forest,Centre-Forward,right,183.0,Bournemouth,3.0,0.0,True,2.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12397,447.0,Morgan Gibbs-White,16.0,Forest,Attacking Midfield,right,178.0,Bournemouth,3.0,5.0,True,2.0,3.0,18.0,90.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.8,16.8,7.0,5.2,1.0,0.04,0.10,0.14,1.54
12418,468.0,Chris Wood,16.0,Forest,Centre-Forward,right,191.0,Bournemouth,3.0,11.0,True,2.0,3.0,18.0,90.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,59.6,24.3,53.0,13.7,1.0,0.24,0.04,0.28,1.57
11909,663.0,Gustavo Hamer,17.0,Sheffield,Defensive Midfield,right,169.0,Villa,2.0,5.0,False,1.0,1.0,18.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,29.6,20.8,4.0,5.4,0.0,0.00,0.19,0.19,0.45
11983,33.0,Cameron Archer,17.0,Sheffield,Centre-Forward,right,175.0,Villa,2.0,8.0,False,1.0,1.0,18.0,89.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,32.2,1.4,22.0,5.6,1.0,0.50,0.00,0.50,0.71
12310,360.0,James McAtee,17.0,Sheffield,Central Midfield,left,180.0,Villa,2.0,1.0,False,1.0,1.0,18.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.8,2.0,1.6,0.0,0.00,0.03,0.03,0.44
12432,482.0,Wes Foderingham,17.0,Sheffield,Goalkeeper,left,185.0,Villa,2.0,3.0,False,1.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,21.2,0.0,0.0,2.1,1.0,0.00,0.00,0.00,0.89
12400,450.0,Brennan Johnson,18.0,Spurs,Right Winger,right,186.0,Everton,9.0,9.0,True,2.0,1.0,18.0,90.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,26.6,57.8,37.0,12.1,1.0,0.42,0.26,0.68,1.95
12451,501.0,Dejan Kulusevski,18.0,Spurs,Right Winger,left,186.0,Everton,9.0,1.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,19.6,36.1,17.0,7.3,1.0,0.11,0.15,0.26,1.95
12454,504.0,James Maddison,18.0,Spurs,Attacking Midfield,right,175.0,Everton,9.0,0.0,True,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12456,506.0,Pedro Porro,18.0,Spurs,Right-Back,right,173.0,Everton,9.0,2.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.4,14.2,6.0,4.3,1.0,0.09,0.01,0.10,1.95
12459,509.0,Richarlison de Andrade,18.0,Spurs,Centre-Forward,right,184.0,Everton,9.0,8.0,True,2.0,1.0,18.0,62.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.4,1.3,19.0,5.4,1.0,0.38,0.00,0.38,1.23
12461,511.0,Cristian Romero,18.0,Spurs,Centre-Back,right,185.0,Everton,9.0,1.0,True,2.0,1.0,18.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.6,0.4,0.0,1.1,1.0,0.00,0.00,0.00,1.07
12463,513.0,Pape Matar Sarr,18.0,Spurs,Central Midfield,right,184.0,Everton,9.0,3.0,True,2.0,1.0,18.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.6,2.1,19.0,3.0,1.0,0.13,0.01,0.14,1.27
12466,516.0,Son Heung-min,18.0,Spurs,Left Winger,both,184.0,Everton,9.0,7.0,True,2.0,1.0,18.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.8,13.4,39.0,9.4,1.0,0.21,0.03,0.24,1.95
12469,519.0,Destiny Udogie,18.0,Spurs,Left-Back,left,188.0,Everton,9.0,0.0,True,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12470,520.0,Guglielmo Vicario,18.0,Spurs,Goalkeeper,right,194.0,Everton,9.0,6.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29.0,60.2,0.0,0.0,6.0,1.0,0.00,0.00,0.00,1.95
12588,639.0,Micky van de Ven,18.0,Spurs,Centre-Back,left,193.0,Everton,9.0,0.0,True,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
10529,689.0,Mohammed Kudus,19.0,West Ham,Attacking Midfield,left,177.0,Man Utd,14.0,9.0,True,2.0,0.0,18.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,28.0,45.2,6.2,21.0,7.2,1.0,0.19,0.02,0.21,0.91
11910,664.0,James Ward-Prowse,19.0,West Ham,Central Midfield,right,177.0,Man Utd,14.0,3.0,True,2.0,0.0,18.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.8,41.6,5.0,5.8,1.0,0.06,0.15,0.21,0.91
12473,523.0,Michail Antonio,19.0,West Ham,Centre-Forward,right,180.0,Man Utd,14.0,0.0,True,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12474,524.0,Alphonse Areola,19.0,West Ham,Goalkeeper,right,195.0,Man Utd,14.0,8.0,True,2.0,0.0,18.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,26.0,18.8,0.0,0.0,1.9,1.0,0.00,0.00,0.00,0.91
12476,526.0,Jarrod Bowen,19.0,West Ham,Right Winger,left,175.0,Man Utd,14.0,8.0,True,2.0,0.0,18.0,87.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.8,1.8,88.0,13.0,1.0,0.93,0.02,0.95,0.70
12478,528.0,Vladimír Coufal,19.0,West Ham,Right-Back,right,174.0,Man Utd,14.0,7.0,True,2.0,0.0,18.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,16.4,2.1,2.0,2.1,1.0,0.00,0.01,0.01,0.91
12482,532.0,Emerson Palmieri dos Santos,19.0,West Ham,Left-Back,left,176.0,Man Utd,14.0,9.0,True,2.0,0.0,18.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,18.6,2.5,24.0,4.5,1.0,0.06,0.01,0.07,0.91
12492,542.0,Tomáš Souček,19.0,West Ham,Defensive Midfield,right,192.0,Man Utd,14.0,3.0,True,2.0,0.0,18.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.2,0.8,4.0,1.4,1.0,0.04,0.00,0.04,0.91
12494,544.0,Kurt Zouma,19.0,West Ham,Centre-Back,right,190.0,Man Utd,14.0,6.0,True,2.0,0.0,18.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.8,0.5,0.0,1.4,1.0,0.00,0.00,0.00,0.91
12591,642.0,Edson Álvarez Velázquez,19.0,West Ham,Defensive Midfield,right,190.0,Man Utd,14.0,3.0,True,2.0,0.0,18.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.9,0.0,0.8,1.0,0.00,0.01,0.01,0.91
12495,545.0,Rayan Aït-Nouri,20.0,Wolves,Left-Back,left,180.0,Chelsea,7.0,7.0,True,2.0,1.0,18.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3.2,12.1,2.0,1.7,1.0,0.00,0.04,0.04,1.51
12501,551.0,Craig Dawson,20.0,Wolves,Centre-Back,right,188.0,Chelsea,7.0,7.0,True,2.0,1.0,18.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,16.0,0.1,11.0,2.7,1.0,0.06,0.00,0.06,1.30
12507,557.0,Hwang Hee-chan,20.0,Wolves,Centre-Forward,right,177.0,Chelsea,7.0,2.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,4.0,10.6,18.0,3.3,1.0,0.15,0.00,0.15,2.05
12509,559.0,João Victor Gomes da Silva,20.0,Wolves,Central Midfield,right,176.0,Chelsea,7.0,2.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.4,15.8,9.0,5.2,1.0,0.08,0.19,0.27,2.05
12513,563.0,Max Kilman,20.0,Wolves,Centre-Back,left,194.0,Chelsea,7.0,2.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.4,0.2,2.0,2.6,1.0,0.00,0.00,0.00,2.05
12515,565.0,Mario Lemina,20.0,Wolves,Defensive Midfield,right,184.0,Chelsea,7.0,9.0,True,2.0,1.0,18.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,35.0,56.0,1.3,26.0,8.3,1.0,0.17,0.01,0.18,2.05
12517,567.0,Pedro Lomba Neto,20.0,Wolves,Right Winger,left,172.0,Chelsea,7.0,0.0,True,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12519,569.0,José Malheiro de Sá,20.0,Wolves,Goalkeeper,right,192.0,Chelsea,7.0,3.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,20.8,0.0,0.0,2.1,1.0,0.00,0.00,0.00,2.05
12520,570.0,Pablo Sarabia,20.0,Wolves,Right Winger,left,174.0,Chelsea,7.0,7.0,True,2.0,1.0,18.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,22.2,61.8,12.0,9.6,1.0,0.27,0.17,0.44,1.31
12522,572.0,Nélson Cabral Semedo,20.0,Wolves,Right-Back,right,177.0,Chelsea,7.0,2.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.2,1.8,0.0,1.2,1.0,0.00,0.05,0.05,2.05
12523,573.0,Toti António Gomes,20.0,Wolves,Centre-Back,left,187.0,Chelsea,7.0,2.0,True,2.0,1.0,18.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,1.1,33.0,5.8,1.0,0.23,0.00,0.23,2.05
12540,590.0,Matheus Santos Carneiro Da Cunha,20.0,Wolves,Centre-Forward,right,183.0,Chelsea,7.0,1.0,True,2.0,1.0,18.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,11.9,6.0,1.3,1.0,0.04,0.09,0.13,1.51
12658,5.0,Gabriel dos Santos Magalhães,1.0,Arsenal,Centre-Back,left,190.0,West Ham,19.0,1.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.4,12.2,7.0,4.0,1.0,0.19,0.10,0.29,1.48
12659,6.0,Kai Havertz,1.0,Arsenal,Attacking Midfield,left,193.0,West Ham,19.0,0.0,True,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12661,8.0,Gabriel Fernando de Jesus,1.0,Arsenal,Centre-Forward,right,175.0,West Ham,19.0,1.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,16.8,51.1,42.0,11.0,1.0,0.46,0.27,0.73,1.48
12663,10.0,Jakub Kiwior,1.0,Arsenal,Centre-Back,left,189.0,West Ham,19.0,0.0,True,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12665,12.0,Gabriel Martinelli Silva,1.0,Arsenal,Left Winger,right,178.0,West Ham,19.0,2.0,True,0.0,2.0,19.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.4,15.0,26.0,4.4,1.0,0.08,0.29,0.37,0.60
12666,13.0,Eddie Nketiah,1.0,Arsenal,Centre-Forward,right,175.0,West Ham,19.0,1.0,True,0.0,2.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,0.5,30.0,3.4,0.0,0.20,0.00,0.20,0.87
12667,14.0,Martin Ødegaard,1.0,Arsenal,Attacking Midfield,left,178.0,West Ham,19.0,2.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.2,92.0,49.0,16.4,1.0,0.09,1.02,1.11,1.48
12672,19.0,Bukayo Saka,1.0,Arsenal,Right Winger,left,178.0,West Ham,19.0,2.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.2,61.3,87.0,17.6,1.0,0.58,0.57,1.15,1.48
12673,20.0,William Saliba,1.0,Arsenal,Centre-Back,right,192.0,West Ham,19.0,1.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.8,23.0,8.0,5.1,1.0,0.10,0.04,0.14,1.48
12679,26.0,Leandro Trossard,1.0,Arsenal,Left Winger,right,172.0,West Ham,19.0,2.0,True,0.0,2.0,19.0,78.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,16.8,37.0,5.8,1.0,0.83,0.12,0.95,0.69
12682,29.0,Benjamin White,1.0,Arsenal,Right-Back,right,186.0,West Ham,19.0,1.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.4,20.5,10.0,4.9,1.0,0.10,0.51,0.61,1.48
12684,31.0,Oleksandr Zinchenko,1.0,Arsenal,Left-Back,left,175.0,West Ham,19.0,1.0,True,0.0,2.0,19.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.2,27.8,2.0,4.1,1.0,0.00,0.30,0.30,0.60
12766,113.0,David Raya Martin,1.0,Arsenal,Goalkeeper,right,183.0,West Ham,19.0,6.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,30.2,0.0,0.0,3.0,1.0,0.00,0.00,0.00,1.48
13193,540.0,Declan Rice,1.0,Arsenal,Defensive Midfield,right,188.0,West Ham,19.0,2.0,True,0.0,2.0,19.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.8,30.6,3.0,5.5,1.0,0.08,0.09,0.17,1.48
12687,34.0,Leon Bailey,2.0,Villa,Left Winger,left,178.0,Man Utd,14.0,2.0,False,3.0,2.0,19.0,76.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,11.8,35.0,5.5,1.0,0.10,0.24,0.34,0.85
12689,36.0,Matty Cash,2.0,Villa,Right-Back,right,185.0,Man Utd,14.0,0.0,False,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12695,42.0,Lucas Digne,2.0,Villa,Left-Back,left,178.0,Man Utd,14.0,1.0,False,3.0,2.0,19.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.6,18.9,10.0,3.7,1.0,0.00,0.10,0.10,0.32
12696,43.0,Douglas Luiz Soares de Paulo,2.0,Villa,Central Midfield,right,177.0,Man Utd,14.0,2.0,False,3.0,2.0,19.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,29.8,4.0,3.8,1.0,0.04,0.09,0.13,1.04
12701,48.0,Ezri Konsa Ngoyo,2.0,Villa,Centre-Back,right,183.0,Man Utd,14.0,0.0,False,3.0,2.0,19.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,14.4,3.0,4.0,2.1,1.0,0.08,0.02,0.10,1.04
12702,49.0,Emiliano Martínez Romero,2.0,Villa,Goalkeeper,right,195.0,Man Utd,14.0,2.0,False,3.0,2.0,19.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,32.6,0.0,0.0,3.3,1.0,0.00,0.00,0.00,1.04
12703,50.0,John McGinn,2.0,Villa,Central Midfield,left,178.0,Man Utd,14.0,7.0,False,3.0,2.0,19.0,85.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,38.0,18.9,27.0,8.4,1.0,0.55,0.08,0.63,0.95
12711,58.0,Youri Tielemans,2.0,Villa,Central Midfield,right,177.0,Man Utd,14.0,0.0,False,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12713,60.0,Ollie Watkins,2.0,Villa,Centre-Forward,right,180.0,Man Utd,14.0,2.0,False,3.0,2.0,19.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,3.1,4.0,1.3,1.0,0.00,0.04,0.04,1.04
13237,584.0,Pau Torres,2.0,Villa,Centre-Back,left,192.0,Man Utd,14.0,0.0,False,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
13252,599.0,Moussa Diaby,2.0,Villa,Right Winger,left,171.0,Man Utd,14.0,1.0,False,3.0,2.0,19.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,4.0,0.4,0.0,0.00,0.00,0.00,0.18
12013,63.0,Philip Billing,3.0,Bournemouth,Central Midfield,left,193.0,Fulham,10.0,1.0,True,3.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.2,12.6,4.0,2.1,0.0,0.00,0.08,0.08,0.00
12015,65.0,Ryan Christie,3.0,Bournemouth,Attacking Midfield,left,178.0,Fulham,10.0,3.0,True,3.0,0.0,19.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.2,6.2,4.0,2.5,1.0,0.04,0.01,0.05,0.28
12016,66.0,Lewis Cook,3.0,Bournemouth,Central Midfield,right,175.0,Fulham,10.0,0.0,True,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
12022,72.0,Justin Kluivert,3.0,Bournemouth,Left Winger,both,172.0,Fulham,10.0,8.0,True,3.0,0.0,19.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42.4,32.6,28.0,10.3,1.0,0.29,0.05,0.34,0.28
12027,77.0,Norberto Murara Neto,3.0,Bournemouth,Goalkeeper,right,190.0,Fulham,10.0,9.0,True,3.0,0.0,19.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,28.0,20.6,0.0,0.0,2.1,1.0,0.00,0.00,0.00,0.28
12032,82.0,Antoine Semenyo,3.0,Bournemouth,Right Winger,right,185.0,Fulham,10.0,5.0,True,3.0,0.0,19.0,71.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.2,11.8,4.0,2.1,1.0,0.02,0.05,0.07,0.28
12033,83.0,Marcos Senesi,3.0,Bournemouth,Centre-Back,left,185.0,Fulham,10.0,6.0,True,3.0,0.0,19.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.1,2.0,2.7,1.0,0.00,0.02,0.02,0.28
12035,85.0,Dominic Solanke,3.0,Bournemouth,Centre-Forward,right,186.0,Fulham,10.0,6.0,True,3.0,0.0,19.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,36.4,3.0,33.0,7.2,1.0,1.01,0.05,1.06,0.28
12036,86.0,Marcus Tavernier,3.0,Bournemouth,Left Winger,left,178.0,Fulham,10.0,3.0,True,3.0,0.0,19.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9,18.0,1.8,1.0,0.25,0.02,0.27,0.28
12039,89.0,Illia Zabarnyi,3.0,Bournemouth,Centre-Back,right,189.0,Fulham,10.0,7.0,True,3.0,0.0,19.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,15.2,13.8,0.0,2.9,1.0,0.00,0.18,0.18,0.28
12046,96.0,Nathan Collins,4.0,Brentford,Centre-Back,right,193.0,Wolves,20.0,0.0,True,1.0,4.0,19.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.6,2.4,11.0,2.7,1.0,0.54,0.02,0.56,2.10
12051,101.0,Mark Flekken,4.0,Brentford,Goalkeeper,both,195.0,Wolves,20.0,0.0,True,1.0,4.0,19.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,13.6,0.0,0.0,1.4,1.0,0.00,0.00,0.00,2.10
